condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph,item,first,second
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_71,5.0,Januar,2.6875,2.3125,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_76,5.0,Januar,2.75,2.25,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_80,5.0,Januar,2.9375,2.0625,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_93,7.0,September,1.935483871,5.064516129,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_100,1.0,Januar,1.625,-0.625,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_111,4.0,Januar,2.03125,1.96875,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_114,2.0,September,2.1875,-0.1875,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_115,1.0,September,1.75,-0.75,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_118,7.0,Januar,3.28125,3.71875,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_119,7.0,Januar,4.0625,2.9375,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_121,7.0,September,3.516129032,3.483870968,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_125,5.0,September,3.3125,1.6875,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_134,3.0,September,4.15625,-1.15625,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_144,5.0,Januar,4.3125,0.6875,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_150,7.0,Januar,4.875,2.125,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_156,2.0,September,2.03125,-0.03125,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_160,1.0,September,2.9375,-1.9375,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_163,7.0,Januar,3.03125,3.96875,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_169,5.0,September,3.59375,1.40625,complex,NaN,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_1,3.0,September,2.866666667,0.13333333299999994,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_26,1.0,September,2.90625,-1.90625,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_31,3.0,September,3.5,-0.5,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_35,6.0,September,4.03125,1.96875,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_36,3.0,September,3.53125,-0.53125,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_40,4.0,September,4.03125,-0.03125,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_44,2.0,September,3.40625,-1.40625,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_47,1.0,September,1.8125,-0.8125,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_93,1.0,September,1.935483871,-0.935483871,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_114,2.0,September,2.1875,-0.1875,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_115,1.0,September,1.75,-0.75,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_121,1.0,September,3.516129032,-2.516129032,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_125,5.0,September,3.3125,1.6875,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_134,4.0,September,4.15625,-0.15625,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_156,1.0,September,2.03125,-1.03125,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_160,4.0,September,2.9375,1.0625,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2.7,NaN,NaN,Der Chef war beruf- und dienstlich in Singapur.,participant_169,2.0,September,3.59375,-1.59375,simple,no umlaut,NaN,"Das Geschäft war letzte Woche geschlossen.
Der Chef war beruf- und dienstlich in Singapur.",beruf,dienstlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_1,2.0,September,2.866666667,-0.8666666670000001,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_26,1.0,September,2.90625,-1.90625,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_31,2.0,September,3.5,-1.5,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_35,2.0,September,4.03125,-2.03125,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_36,2.0,September,3.53125,-1.53125,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_40,2.0,September,4.03125,-2.03125,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_44,1.0,September,3.40625,-2.40625,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_47,1.0,September,1.8125,-0.8125,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_93,1.0,September,1.935483871,-0.935483871,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_114,1.0,September,2.1875,-1.1875,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_115,1.0,September,1.75,-0.75,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_121,3.0,September,3.516129032,-0.5161290319999998,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_125,1.0,September,3.3125,-2.3125,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_134,5.0,September,4.15625,0.84375,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_156,1.0,September,2.03125,-1.03125,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_160,1.0,September,2.9375,-1.9375,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 2'.8,NaN,NaN,Das war sicher- und absichtlich der Nachbar.,participant_169,1.0,September,3.59375,-2.59375,simple,no umlaut,NaN,Das war sicher- und absichtlich der Nachbar.,sicher,absichtlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_1,1.0,September,2.866666667,-1.866666667,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_10,3.0,Januar,3.15625,-0.15625,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_19,1.0,Januar,2.78125,-1.78125,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_26,3.0,September,2.90625,0.09375,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_31,4.0,September,3.5,0.5,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_35,5.0,September,4.03125,0.96875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_36,5.0,September,3.53125,1.46875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_40,3.0,September,4.03125,-1.03125,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_44,3.0,September,3.40625,-0.40625,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_45,2.0,Januar,4.59375,-2.59375,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_47,2.0,September,1.8125,0.1875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_71,3.0,Januar,2.6875,0.3125,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_76,2.0,Januar,2.75,-0.75,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_80,3.0,Januar,2.9375,0.0625,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_93,1.0,September,1.935483871,-0.935483871,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_100,1.0,Januar,1.625,-0.625,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_111,1.0,Januar,2.03125,-1.03125,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_114,3.0,September,2.1875,0.8125,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_115,2.0,September,1.75,0.25,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_118,4.0,Januar,3.28125,0.71875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_119,5.0,Januar,4.0625,0.9375,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_121,5.0,September,3.516129032,1.4838709680000002,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_125,5.0,September,3.3125,1.6875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_134,4.0,September,4.15625,-0.15625,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_144,6.0,Januar,4.3125,1.6875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_150,2.0,Januar,4.875,-2.875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_156,1.0,September,2.03125,-1.03125,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_160,1.0,September,2.9375,-1.9375,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_163,4.0,Januar,3.03125,0.96875,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,participant_169,2.0,September,3.59375,-1.59375,complex,no umlaut,NaN,"Die Bewerberin ist in die nächste Runde gekommen.
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.",erfreu,bedrohlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_1,1.0,September,2.866666667,-1.866666667,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_10,3.0,Januar,3.15625,-0.15625,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_19,1.0,Januar,2.78125,-1.78125,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_26,3.0,September,2.90625,0.09375,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_31,2.0,September,3.5,-1.5,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_35,3.0,September,4.03125,-1.03125,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_36,1.0,September,3.53125,-2.53125,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_40,5.0,September,4.03125,0.96875,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_44,2.0,September,3.40625,-1.40625,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_45,7.0,Januar,4.59375,2.40625,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_47,1.0,September,1.8125,-0.8125,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_71,1.0,Januar,2.6875,-1.6875,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_76,2.0,Januar,2.75,-0.75,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_80,2.0,Januar,2.9375,-0.9375,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_93,1.0,September,1.935483871,-0.935483871,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_100,1.0,Januar,1.625,-0.625,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_111,1.0,Januar,2.03125,-1.03125,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_114,2.0,September,2.1875,-0.1875,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_115,1.0,September,1.75,-0.75,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_118,1.0,Januar,3.28125,-2.28125,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_119,1.0,Januar,4.0625,-3.0625,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_121,2.0,September,3.516129032,-1.5161290319999998,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_125,2.0,September,3.3125,-1.3125,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_134,3.0,September,4.15625,-1.15625,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,NaN,Seine Antwort war erstaun- und ehrlich.,participant_144,7.0,Januar,4.3125,2.6875,complex,no umlaut,NaN,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
