,condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph
852,F,NaN,NaN,Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,participant_30,1.0,Februar,3.0625,-2.0625,NaN,NaN,NaN
853,F,NaN,NaN,Die Suppe wurde gegen versalzen.,participant_30,3.0,Februar,3.0625,-0.0625,NaN,NaN,NaN
854,F,NaN,NaN,Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,participant_30,7.0,Februar,3.0625,3.9375,NaN,NaN,NaN
855,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_31,3.0,September,3.5,-0.5,NaN,NaN,NaN
856,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_31,1.0,September,3.5,-2.5,NaN,NaN,NaN
857,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_31,1.0,September,3.5,-2.5,NaN,NaN,NaN
858,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_31,1.0,September,3.5,-2.5,NaN,NaN,NaN
859,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_31,6.0,September,3.5,2.5,NaN,NaN,NaN
860,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_31,7.0,September,3.5,3.5,NaN,NaN,NaN
861,F,NaN,NaN,Bei dem Volleyballspiel die Mannschaft spielt fehlerfrei und harmonisch.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
862,F,NaN,NaN,Der Stift wurde aus angespitzt.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
863,F,NaN,NaN,Der Kontrolleur hat den lauten und unfreundlichen Mitfahrer ermahnt.,participant_32,7.0,November,1.75,5.25,NaN,NaN,NaN
864,F,NaN,NaN,Die Lehrerin hat dem Schüler Nachhilfeunterricht geraten.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
865,F,NaN,NaN,Ihr habt dem Schauspieler sich selbst auf dem Foto gezeigt.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
866,F,NaN,NaN,Die Führungskräfte haben einander sie als talentierten und hilfreichen Coach empfohlen.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
867,F,NaN,NaN,Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,participant_33,3.0,Mai,3.46875,-0.46875,NaN,NaN,NaN
868,F,NaN,NaN,Der alte und geschützte Wald wurde vor gerodet.,participant_33,4.0,Mai,3.46875,0.53125,NaN,NaN,NaN
869,F,NaN,NaN,Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,participant_33,7.0,Mai,3.46875,3.53125,NaN,NaN,NaN
870,F,NaN,NaN,Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,participant_33,5.0,Mai,3.46875,1.53125,NaN,NaN,NaN
871,F,NaN,NaN,Ich habe dem Kunden sich selbst im Spiegel präsentiert.,participant_33,5.0,Mai,3.46875,1.53125,NaN,NaN,NaN
872,F,NaN,NaN,Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,participant_33,4.0,Mai,3.46875,0.53125,NaN,NaN,NaN
873,F,NaN,NaN,Auf allen Konzerten spielt die Band fehlerfrei.,participant_34,7.0,Juli,3.1875,3.8125,NaN,NaN,NaN
874,F,NaN,NaN,Wo hat die Feuerwehr welches Haus gelöscht?,participant_34,3.0,Juli,3.1875,-0.1875,NaN,NaN,NaN
875,F,NaN,NaN,Du hast der Frau sich selbst als Beraterin vorgeschlagen.,participant_34,7.0,Juli,3.1875,3.8125,NaN,NaN,NaN
876,F,NaN,NaN,Der Lehrer hat den Schülern es nachgetragen.,participant_34,1.0,Juli,3.1875,-2.1875,NaN,NaN,NaN
877,F,NaN,NaN,"Die Firma sagt er, dass die Bestellung vergessen oder verloren hat.",participant_34,1.0,Juli,3.1875,-2.1875,NaN,NaN,NaN
878,F,NaN,NaN,Die Gruppe wurde hinter beschuldigt.,participant_34,1.0,Juli,3.1875,-2.1875,NaN,NaN,NaN
879,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_35,3.0,September,4.03125,-1.03125,NaN,NaN,NaN
880,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_35,4.0,September,4.03125,-0.03125,NaN,NaN,NaN
881,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_35,1.0,September,4.03125,-3.03125,NaN,NaN,NaN
882,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_35,1.0,September,4.03125,-3.03125,NaN,NaN,NaN
883,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_35,5.0,September,4.03125,0.96875,NaN,NaN,NaN
884,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_35,3.0,September,4.03125,-1.03125,NaN,NaN,NaN
885,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_36,2.0,September,3.53125,-1.53125,NaN,NaN,NaN
886,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_36,3.0,September,3.53125,-0.53125,NaN,NaN,NaN
887,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_36,1.0,September,3.53125,-2.53125,NaN,NaN,NaN
888,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_36,1.0,September,3.53125,-2.53125,NaN,NaN,NaN
889,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_36,7.0,September,3.53125,3.46875,NaN,NaN,NaN
890,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_36,7.0,September,3.53125,3.46875,NaN,NaN,NaN
891,F,NaN,NaN,Du hast dem Postboten sich selbst in der traurigen und verlassenen Gegend empfohlen.,participant_37,1.0,März,1.90625,-0.90625,NaN,NaN,NaN
892,F,NaN,NaN,"Wir lesen am liebsten die Süddeutsche, obwohl wir leben jetzt in Düsseldorf.",participant_37,1.0,März,1.90625,-0.90625,NaN,NaN,NaN
893,F,NaN,NaN,Da gerechnet mit hat der Franz natürlich nicht.,participant_37,1.0,März,1.90625,-0.90625,NaN,NaN,NaN
894,F,NaN,NaN,Die Luft wurde hinter geatmet.,participant_37,1.0,März,1.90625,-0.90625,NaN,NaN,NaN
895,F,NaN,NaN,Der Stürmer hat den Torwart vorsätzlich und unsportlich gefoult.,participant_37,6.0,März,1.90625,4.09375,NaN,NaN,NaN
896,F,NaN,NaN,"Sie hofft, das Finanzamt hat den frechen und kriminellen Betrüger überlistet.",participant_37,6.0,März,1.90625,4.09375,NaN,NaN,NaN
897,F,NaN,NaN,Der Teppichhändler hat dem Prinzen den großen und schönen Teppich verkauft.,participant_38,3.0,August,4.65625,-1.65625,NaN,NaN,NaN
898,F,NaN,NaN,"Auf dem Heimweg denkt sie, hat das Kind den Schlüssel verloren.",participant_38,2.0,August,4.65625,-2.65625,NaN,NaN,NaN
899,F,NaN,NaN,Die Fotografen haben einander es als schönstes und bestes Foto bestätigt.,participant_38,3.0,August,4.65625,-1.65625,NaN,NaN,NaN
900,F,NaN,NaN,Bei dem Regen die Familie macht bestimmt kein Picknick.,participant_38,2.0,August,4.65625,-2.65625,NaN,NaN,NaN
901,F,NaN,NaN,Die Blume wurde gegen gegossen.,participant_38,1.0,August,4.65625,-3.65625,NaN,NaN,NaN
902,F,NaN,NaN,Der Mann schenkt seiner Verlobten eine rote Rose.,participant_38,7.0,August,4.65625,2.34375,NaN,NaN,NaN
903,F,NaN,NaN,Der Teppichhändler hat dem Prinzen den großen und schönen Teppich verkauft.,participant_39,7.0,August,3.8125,3.1875,NaN,NaN,NaN
904,F,NaN,NaN,"Auf dem Heimweg denkt sie, hat das Kind den Schlüssel verloren.",participant_39,6.0,August,3.8125,2.1875,NaN,NaN,NaN
905,F,NaN,NaN,Die Fotografen haben einander es als schönstes und bestes Foto bestätigt.,participant_39,1.0,August,3.8125,-2.8125,NaN,NaN,NaN
906,F,NaN,NaN,Bei dem Regen die Familie macht bestimmt kein Picknick.,participant_39,1.0,August,3.8125,-2.8125,NaN,NaN,NaN
907,F,NaN,NaN,Die Blume wurde gegen gegossen.,participant_39,1.0,August,3.8125,-2.8125,NaN,NaN,NaN
908,F,NaN,NaN,Der Mann schenkt seiner Verlobten eine rote Rose.,participant_39,7.0,August,3.8125,3.1875,NaN,NaN,NaN
909,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_40,5.0,September,4.03125,0.96875,NaN,NaN,NaN
910,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_40,5.0,September,4.03125,0.96875,NaN,NaN,NaN
911,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_40,3.0,September,4.03125,-1.03125,NaN,NaN,NaN
912,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_40,1.0,September,4.03125,-3.03125,NaN,NaN,NaN
913,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_40,6.0,September,4.03125,1.96875,NaN,NaN,NaN
914,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_40,5.0,September,4.03125,0.96875,NaN,NaN,NaN
915,F,NaN,NaN,Du hast dem Postboten sich selbst in der traurigen und verlassenen Gegend empfohlen.,participant_41,1.0,März,2.9375,-1.9375,NaN,NaN,NaN
916,F,NaN,NaN,"Wir lesen am liebsten die Süddeutsche, obwohl wir leben jetzt in Düsseldorf.",participant_41,5.0,März,2.9375,2.0625,NaN,NaN,NaN
917,F,NaN,NaN,Da gerechnet mit hat der Franz natürlich nicht.,participant_41,1.0,März,2.9375,-1.9375,NaN,NaN,NaN
918,F,NaN,NaN,Die Luft wurde hinter geatmet.,participant_41,1.0,März,2.9375,-1.9375,NaN,NaN,NaN
919,F,NaN,NaN,Der Stürmer hat den Torwart vorsätzlich und unsportlich gefoult.,participant_41,7.0,März,2.9375,4.0625,NaN,NaN,NaN
920,F,NaN,NaN,"Sie hofft, das Finanzamt hat den frechen und kriminellen Betrüger überlistet.",participant_41,6.0,März,2.9375,3.0625,NaN,NaN,NaN
921,F,NaN,NaN,Auf allen Konzerten spielt die Band fehlerfrei.,participant_42,2.0,Juli,2.84375,-0.84375,NaN,NaN,NaN
922,F,NaN,NaN,Wo hat die Feuerwehr welches Haus gelöscht?,participant_42,1.0,Juli,2.84375,-1.84375,NaN,NaN,NaN
923,F,NaN,NaN,Du hast der Frau sich selbst als Beraterin vorgeschlagen.,participant_42,5.0,Juli,2.84375,2.15625,NaN,NaN,NaN
924,F,NaN,NaN,Der Lehrer hat den Schülern es nachgetragen.,participant_42,2.0,Juli,2.84375,-0.84375,NaN,NaN,NaN
925,F,NaN,NaN,"Die Firma sagt er, dass die Bestellung vergessen oder verloren hat.",participant_42,3.0,Juli,2.84375,0.15625,NaN,NaN,NaN
926,F,NaN,NaN,Die Gruppe wurde hinter beschuldigt.,participant_42,1.0,Juli,2.84375,-1.84375,NaN,NaN,NaN
927,F,NaN,NaN,Die Mutter hat dem Sohn es verboten.,participant_43,7.0,April,3.46875,3.53125,NaN,NaN,NaN
928,F,NaN,NaN,"Der Chemiker meint er, dass den Pharmakonzern belogen hat.",participant_43,5.0,April,3.46875,1.53125,NaN,NaN,NaN
929,F,NaN,NaN,Die Sitzung wurde aus vertagt.,participant_43,5.0,April,3.46875,1.53125,NaN,NaN,NaN
930,F,NaN,NaN,Auf dem Markt verkaufen viele Bauern Obst und Gemüse.,participant_43,7.0,April,3.46875,3.53125,NaN,NaN,NaN
931,F,NaN,NaN,Was hat der Verkäufer welchem Kunden geraten?,participant_43,7.0,April,3.46875,3.53125,NaN,NaN,NaN
932,F,NaN,NaN,"In der Elbe glaubt sie, hat der Fischer das kleine und flinke Boot versenkt.",participant_43,7.0,April,3.46875,3.53125,NaN,NaN,NaN
933,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_44,4.0,September,3.40625,0.59375,NaN,NaN,NaN
934,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_44,1.0,September,3.40625,-2.40625,NaN,NaN,NaN
935,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_44,1.0,September,3.40625,-2.40625,NaN,NaN,NaN
936,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_44,1.0,September,3.40625,-2.40625,NaN,NaN,NaN
937,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_44,7.0,September,3.40625,3.59375,NaN,NaN,NaN
938,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_44,7.0,September,3.40625,3.59375,NaN,NaN,NaN
939,F,NaN,NaN,In der Mensa essen viele Studentinnen und Studenten zu Mittag.,participant_45,4.0,Januar,4.59375,-0.59375,NaN,NaN,NaN
940,F,NaN,NaN,Was hat der Reporter welchem Redakteur verkauft?,participant_45,4.0,Januar,4.59375,-0.59375,NaN,NaN,NaN
941,F,NaN,NaN,Wir haben dem empfindlichen und unsympathischen Vermieter sich selbst als Mieter empfohlen.,participant_45,7.0,Januar,4.59375,2.40625,NaN,NaN,NaN
942,F,NaN,NaN,Der Komponist hat dem neuen italienischen Tenor es zugemutet.,participant_45,6.0,Januar,4.59375,1.40625,NaN,NaN,NaN
943,F,NaN,NaN,"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",participant_45,3.0,Januar,4.59375,-1.59375,NaN,NaN,NaN
944,F,NaN,NaN,Die Tinte wurde für vergossen.,participant_45,4.0,Januar,4.59375,-0.59375,NaN,NaN,NaN
945,F,NaN,NaN,Bei dem Volleyballspiel die Mannschaft spielt fehlerfrei und harmonisch.,participant_46,1.0,November,2.90625,-1.90625,NaN,NaN,NaN
946,F,NaN,NaN,Der Stift wurde aus angespitzt.,participant_46,1.0,November,2.90625,-1.90625,NaN,NaN,NaN
947,F,NaN,NaN,Der Kontrolleur hat den lauten und unfreundlichen Mitfahrer ermahnt.,participant_46,7.0,November,2.90625,4.09375,NaN,NaN,NaN
948,F,NaN,NaN,Die Lehrerin hat dem Schüler Nachhilfeunterricht geraten.,participant_46,4.0,November,2.90625,1.09375,NaN,NaN,NaN
949,F,NaN,NaN,Ihr habt dem Schauspieler sich selbst auf dem Foto gezeigt.,participant_46,3.0,November,2.90625,0.09375,NaN,NaN,NaN
950,F,NaN,NaN,Die Führungskräfte haben einander sie als talentierten und hilfreichen Coach empfohlen.,participant_46,6.0,November,2.90625,3.09375,NaN,NaN,NaN
951,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_47,2.0,September,1.8125,0.1875,NaN,NaN,NaN
952,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_47,1.0,September,1.8125,-0.8125,NaN,NaN,NaN
953,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_47,1.0,September,1.8125,-0.8125,NaN,NaN,NaN
954,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_47,1.0,September,1.8125,-0.8125,NaN,NaN,NaN
955,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_47,4.0,September,1.8125,2.1875,NaN,NaN,NaN
956,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_47,4.0,September,1.8125,2.1875,NaN,NaN,NaN
957,F,NaN,NaN,"Der Zuschauer denkt er, dass die Sendung angeguckt hat.",participant_48,5.0,Oktober,4.53125,0.46875,NaN,NaN,NaN
958,F,NaN,NaN,Der Junge wurde vor benotet und bewertet.,participant_48,3.0,Oktober,4.53125,-1.53125,NaN,NaN,NaN
959,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_48,2.0,Oktober,4.53125,-2.53125,NaN,NaN,NaN
960,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_48,1.0,Oktober,4.53125,-3.53125,NaN,NaN,NaN
961,F,NaN,NaN,Wie hat die Polizei welchen Fall gelöst?,participant_48,6.0,Oktober,4.53125,1.46875,NaN,NaN,NaN
962,F,NaN,NaN,"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",participant_48,4.0,Oktober,4.53125,-0.53125,NaN,NaN,NaN
963,F,NaN,NaN,Auf allen Konzerten spielt die Band fehlerfrei.,participant_49,5.0,Juli,3.3125,1.6875,NaN,NaN,NaN
964,F,NaN,NaN,Wo hat die Feuerwehr welches Haus gelöscht?,participant_49,6.0,Juli,3.3125,2.6875,NaN,NaN,NaN
965,F,NaN,NaN,Du hast der Frau sich selbst als Beraterin vorgeschlagen.,participant_49,6.0,Juli,3.3125,2.6875,NaN,NaN,NaN
966,F,NaN,NaN,Der Lehrer hat den Schülern es nachgetragen.,participant_49,1.0,Juli,3.3125,-2.3125,NaN,NaN,NaN
967,F,NaN,NaN,"Die Firma sagt er, dass die Bestellung vergessen oder verloren hat.",participant_49,1.0,Juli,3.3125,-2.3125,NaN,NaN,NaN
968,F,NaN,NaN,Die Gruppe wurde hinter beschuldigt.,participant_49,1.0,Juli,3.3125,-2.3125,NaN,NaN,NaN
969,F,NaN,NaN,Das Haus wurde unter gestrichen.,participant_50,2.0,Juni,3.0625,-1.0625,NaN,NaN,NaN
970,F,NaN,NaN,Die Familie hat eine teure Reise voreilig gebucht.,participant_50,3.0,Juni,3.0625,-0.0625,NaN,NaN,NaN
971,F,NaN,NaN,"Er glaubt, die Mannschaft hat den Schiedsrichter bestochen.",participant_50,5.0,Juni,3.0625,1.9375,NaN,NaN,NaN
972,F,NaN,NaN,"Auf der Fähre glaubt er, hat der Urlauber den Kontrolleur belogen.",participant_50,3.0,Juni,3.0625,-0.0625,NaN,NaN,NaN
973,F,NaN,NaN,"Die Familie isst gerne griechisch und türkisch, obwohl sie lebt jetzt in Italien.",participant_50,3.0,Juni,3.0625,-0.0625,NaN,NaN,NaN
974,F,NaN,NaN,Da gestimmt für hat der Wähler aber nicht.,participant_50,1.0,Juni,3.0625,-2.0625,NaN,NaN,NaN
975,F,NaN,NaN,"Der Zuschauer denkt er, dass die Sendung angeguckt hat.",participant_51,1.0,Oktober,1.96875,-0.96875,NaN,NaN,NaN
976,F,NaN,NaN,Der Junge wurde vor benotet und bewertet.,participant_51,1.0,Oktober,1.96875,-0.96875,NaN,NaN,NaN
977,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_51,7.0,Oktober,1.96875,5.03125,NaN,NaN,NaN
978,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_51,7.0,Oktober,1.96875,5.03125,NaN,NaN,NaN
979,F,NaN,NaN,Wie hat die Polizei welchen Fall gelöst?,participant_51,7.0,Oktober,1.96875,5.03125,NaN,NaN,NaN
980,F,NaN,NaN,"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",participant_51,1.0,Oktober,1.96875,-0.96875,NaN,NaN,NaN
981,F,NaN,NaN,Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,participant_52,1.0,Mai,4.28125,-3.28125,NaN,NaN,NaN
982,F,NaN,NaN,Der alte und geschützte Wald wurde vor gerodet.,participant_52,1.0,Mai,4.28125,-3.28125,NaN,NaN,NaN
983,F,NaN,NaN,Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,participant_52,7.0,Mai,4.28125,2.71875,NaN,NaN,NaN
984,F,NaN,NaN,Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,participant_52,7.0,Mai,4.28125,2.71875,NaN,NaN,NaN
985,F,NaN,NaN,Ich habe dem Kunden sich selbst im Spiegel präsentiert.,participant_52,3.0,Mai,4.28125,-1.28125,NaN,NaN,NaN
986,F,NaN,NaN,Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,participant_52,2.0,Mai,4.28125,-2.28125,NaN,NaN,NaN
987,F,NaN,NaN,Die Katze wurde unter gestreichelt und gekrault.,participant_53,2.0,Dezember,2.71875,-0.71875,NaN,NaN,NaN
988,F,NaN,NaN,Der Polizist hat den komplizierten Fall endlich gelöst.,participant_53,7.0,Dezember,2.71875,4.28125,NaN,NaN,NaN
989,F,NaN,NaN,"Er weiß, der Mann hat das neue und teure Handy geklaut.",participant_53,2.0,Dezember,2.71875,-0.71875,NaN,NaN,NaN
990,F,NaN,NaN,"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",participant_53,4.0,Dezember,2.71875,1.28125,NaN,NaN,NaN
991,F,NaN,NaN,"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",participant_53,1.0,Dezember,2.71875,-1.71875,NaN,NaN,NaN
992,F,NaN,NaN,Da gelacht rüber hat der Moderator natürlich nicht.,participant_53,1.0,Dezember,2.71875,-1.71875,NaN,NaN,NaN
993,F,NaN,NaN,Das Haus wurde unter gestrichen.,participant_54,5.0,Juni,2.8125,2.1875,NaN,NaN,NaN
994,F,NaN,NaN,Die Familie hat eine teure Reise voreilig gebucht.,participant_54,5.0,Juni,2.8125,2.1875,NaN,NaN,NaN
995,F,NaN,NaN,"Er glaubt, die Mannschaft hat den Schiedsrichter bestochen.",participant_54,5.0,Juni,2.8125,2.1875,NaN,NaN,NaN
996,F,NaN,NaN,"Auf der Fähre glaubt er, hat der Urlauber den Kontrolleur belogen.",participant_54,2.0,Juni,2.8125,-0.8125,NaN,NaN,NaN
997,F,NaN,NaN,"Die Familie isst gerne griechisch und türkisch, obwohl sie lebt jetzt in Italien.",participant_54,2.0,Juni,2.8125,-0.8125,NaN,NaN,NaN
998,F,NaN,NaN,Da gestimmt für hat der Wähler aber nicht.,participant_54,2.0,Juni,2.8125,-0.8125,NaN,NaN,NaN
999,F,NaN,NaN,Die Katze wurde unter gestreichelt und gekrault.,participant_55,3.0,Dezember,3.4375,-0.4375,NaN,NaN,NaN
1000,F,NaN,NaN,Der Polizist hat den komplizierten Fall endlich gelöst.,participant_55,7.0,Dezember,3.4375,3.5625,NaN,NaN,NaN
1001,F,NaN,NaN,"Er weiß, der Mann hat das neue und teure Handy geklaut.",participant_55,6.0,Dezember,3.4375,2.5625,NaN,NaN,NaN
1002,F,NaN,NaN,"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",participant_55,6.0,Dezember,3.4375,2.5625,NaN,NaN,NaN
1003,F,NaN,NaN,"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",participant_55,1.0,Dezember,3.4375,-2.4375,NaN,NaN,NaN
1004,F,NaN,NaN,Da gelacht rüber hat der Moderator natürlich nicht.,participant_55,1.0,Dezember,3.4375,-2.4375,NaN,NaN,NaN
1005,F,NaN,NaN,Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,participant_56,6.0,Mai,4.90625,1.09375,NaN,NaN,NaN
1006,F,NaN,NaN,Der alte und geschützte Wald wurde vor gerodet.,participant_56,6.0,Mai,4.90625,1.09375,NaN,NaN,NaN
1007,F,NaN,NaN,Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,participant_56,7.0,Mai,4.90625,2.09375,NaN,NaN,NaN
1008,F,NaN,NaN,Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,participant_56,7.0,Mai,4.90625,2.09375,NaN,NaN,NaN
1009,F,NaN,NaN,Ich habe dem Kunden sich selbst im Spiegel präsentiert.,participant_56,7.0,Mai,4.90625,2.09375,NaN,NaN,NaN
1010,F,NaN,NaN,Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,participant_56,7.0,Mai,4.90625,2.09375,NaN,NaN,NaN
1011,F,NaN,NaN,Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,participant_57,6.0,Februar,3.59375,2.40625,NaN,NaN,NaN
1012,F,NaN,NaN,"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",participant_57,6.0,Februar,3.59375,2.40625,NaN,NaN,NaN
1013,F,NaN,NaN,Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,participant_57,3.0,Februar,3.59375,-0.59375,NaN,NaN,NaN
1014,F,NaN,NaN,Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,participant_57,2.0,Februar,3.59375,-1.59375,NaN,NaN,NaN
1015,F,NaN,NaN,Die Suppe wurde gegen versalzen.,participant_57,2.0,Februar,3.59375,-1.59375,NaN,NaN,NaN
1016,F,NaN,NaN,Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,participant_57,6.0,Februar,3.59375,2.40625,NaN,NaN,NaN
1017,F,NaN,NaN,"Der Zuschauer denkt er, dass die Sendung angeguckt hat.",participant_58,7.0,Oktober,4.133333333,2.8666666669999996,NaN,NaN,NaN
1018,F,NaN,NaN,Der Junge wurde vor benotet und bewertet.,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004,NaN,NaN,NaN
1019,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_58,7.0,Oktober,4.133333333,2.8666666669999996,NaN,NaN,NaN
1020,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_58,7.0,Oktober,4.133333333,2.8666666669999996,NaN,NaN,NaN
1021,F,NaN,NaN,Wie hat die Polizei welchen Fall gelöst?,participant_58,7.0,Oktober,4.133333333,2.8666666669999996,NaN,NaN,NaN
1022,F,NaN,NaN,"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",participant_58,7.0,Oktober,4.133333333,2.8666666669999996,NaN,NaN,NaN
1023,F,NaN,NaN,Die Katze wurde unter gestreichelt und gekrault.,participant_59,1.0,Dezember,2.59375,-1.59375,NaN,NaN,NaN
1024,F,NaN,NaN,Der Polizist hat den komplizierten Fall endlich gelöst.,participant_59,6.0,Dezember,2.59375,3.40625,NaN,NaN,NaN
1025,F,NaN,NaN,"Er weiß, der Mann hat das neue und teure Handy geklaut.",participant_59,7.0,Dezember,2.59375,4.40625,NaN,NaN,NaN
1026,F,NaN,NaN,"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",participant_59,6.0,Dezember,2.59375,3.40625,NaN,NaN,NaN
1027,F,NaN,NaN,"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",participant_59,1.0,Dezember,2.59375,-1.59375,NaN,NaN,NaN
1028,F,NaN,NaN,Da gelacht rüber hat der Moderator natürlich nicht.,participant_59,1.0,Dezember,2.59375,-1.59375,NaN,NaN,NaN
1029,F,NaN,NaN,Das Haus wurde unter gestrichen.,participant_60,4.0,Juni,2.71875,1.28125,NaN,NaN,NaN
1030,F,NaN,NaN,Die Familie hat eine teure Reise voreilig gebucht.,participant_60,6.0,Juni,2.71875,3.28125,NaN,NaN,NaN
1031,F,NaN,NaN,"Er glaubt, die Mannschaft hat den Schiedsrichter bestochen.",participant_60,7.0,Juni,2.71875,4.28125,NaN,NaN,NaN
1032,F,NaN,NaN,"Auf der Fähre glaubt er, hat der Urlauber den Kontrolleur belogen.",participant_60,5.0,Juni,2.71875,2.28125,NaN,NaN,NaN
1033,F,NaN,NaN,"Die Familie isst gerne griechisch und türkisch, obwohl sie lebt jetzt in Italien.",participant_60,4.0,Juni,2.71875,1.28125,NaN,NaN,NaN
