condition,ex2_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex2_allomorph,item,first,second
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_64,4.0,Mai,3.25,0.75,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_66,6.0,Mai,2.875,3.125,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_69,2.0,Mai,2.59375,-0.59375,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_78,2.0,Mai,2.28125,-0.28125,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_93,1.0,September,1.935483871,-0.935483871,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_96,4.0,Mai,2.53125,1.46875,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_103,1.0,Mai,1.34375,-0.34375,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_104,5.0,Mai,3.125,1.875,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_107,4.0,Mai,2.25,1.75,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_114,4.0,September,2.1875,1.8125,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_115,1.0,September,1.75,-0.75,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_121,7.0,September,3.516129032,3.483870968,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_125,5.0,September,3.3125,1.6875,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_134,5.0,September,4.15625,0.84375,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_146,6.0,Mai,3.4375,2.5625,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_151,6.0,Mai,4.3125,1.6875,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_156,2.0,September,2.03125,-0.03125,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_159,1.0,Mai,2.0,-1.0,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_160,4.0,September,2.9375,1.0625,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_165,3.0,Mai,4.03125,-1.03125,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_166,3.0,Mai,2.78125,0.21875,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
H 4'.4,NaN,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,participant_169,2.0,September,3.59375,-1.59375,complex,heit,Die Allgemein- und Gesamtheit der Regeln spricht dafür.,Allgemein,Gesamtheit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_1,3.0,September,2.866666667,0.13333333299999994,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_26,2.0,September,2.90625,-0.90625,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_31,4.0,September,3.5,0.5,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_35,6.0,September,4.03125,1.96875,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_36,5.0,September,3.53125,1.46875,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_40,6.0,September,4.03125,1.96875,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_44,5.0,September,3.40625,1.59375,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_47,2.0,September,1.8125,0.1875,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_93,5.0,September,1.935483871,3.0645161290000003,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_114,4.0,September,2.1875,1.8125,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_115,1.0,September,1.75,-0.75,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_121,7.0,September,3.516129032,3.483870968,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_125,1.0,September,3.3125,-2.3125,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_134,5.0,September,4.15625,0.84375,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_156,3.0,September,2.03125,0.96875,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_160,1.0,September,2.9375,-1.9375,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2.7,NaN,Die Zeit danach war von Einsam- und Traurigkeit geprägt.,participant_169,2.0,September,3.59375,-1.59375,simple,keit,"Der Ehemann der Nachbarin ist letztes Jahr gestorben.
Die Zeit danach war von Einsam- und Traurigkeit geprägt.",Einsam,Traurigkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_1,4.0,September,2.866666667,1.133333333,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_26,1.0,September,2.90625,-1.90625,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_31,6.0,September,3.5,2.5,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_35,7.0,September,4.03125,2.96875,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_36,4.0,September,3.53125,0.46875,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_40,3.0,September,4.03125,-1.03125,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_44,5.0,September,3.40625,1.59375,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_47,2.0,September,1.8125,0.1875,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_93,2.0,September,1.935483871,0.06451612900000003,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_114,1.0,September,2.1875,-1.1875,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_115,1.0,September,1.75,-0.75,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_125,5.0,September,3.3125,1.6875,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_134,5.0,September,4.15625,0.84375,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_156,2.0,September,2.03125,-0.03125,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_160,7.0,September,2.9375,4.0625,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 2'.8,NaN,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,participant_169,6.0,September,3.59375,2.40625,simple,keit,Die Freundlich- und Ehrlichkeit ihrer Worte war rührend.,Freundlich,Ehrlichkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_1,5.0,September,2.866666667,2.133333333,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_10,3.0,Januar,3.15625,-0.15625,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_19,3.0,Januar,2.78125,0.21875,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_26,5.0,September,2.90625,2.09375,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_31,7.0,September,3.5,3.5,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_35,4.0,September,4.03125,-0.03125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_36,2.0,September,3.53125,-1.53125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_40,4.0,September,4.03125,-0.03125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_44,3.0,September,3.40625,-0.40625,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_45,5.0,Januar,4.59375,0.40625,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_47,4.0,September,1.8125,2.1875,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_71,4.0,Januar,2.6875,1.3125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_76,5.0,Januar,2.75,2.25,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_80,2.0,Januar,2.9375,-0.9375,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_93,5.0,September,1.935483871,3.0645161290000003,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_100,1.0,Januar,1.625,-0.625,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_111,2.0,Januar,2.03125,-0.03125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_114,1.0,September,2.1875,-1.1875,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_115,4.0,September,1.75,2.25,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_118,3.0,Januar,3.28125,-0.28125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_119,5.0,Januar,4.0625,0.9375,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_121,2.0,September,3.516129032,-1.5161290319999998,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_125,4.0,September,3.3125,0.6875,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_134,3.0,September,4.15625,-1.15625,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_144,1.0,Januar,4.3125,-3.3125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_150,7.0,Januar,4.875,2.125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_156,1.0,September,2.03125,-1.03125,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_160,3.0,September,2.9375,0.0625,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_163,7.0,Januar,3.03125,3.96875,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5.1,NaN,Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,participant_169,3.0,September,3.59375,-0.59375,complex,keit,"Die Ermittlungen zum Autounfall sind abgeschlossen.
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.",Fahrlässig,Unzurechnungsfähigkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_1,5.0,September,2.866666667,2.133333333,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_10,3.0,Januar,3.15625,-0.15625,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_19,4.0,Januar,2.78125,1.21875,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_26,6.0,September,2.90625,3.09375,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_31,4.0,September,3.5,0.5,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_35,6.0,September,4.03125,1.96875,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_36,6.0,September,3.53125,2.46875,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_40,4.0,September,4.03125,-0.03125,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_44,5.0,September,3.40625,1.59375,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_45,6.0,Januar,4.59375,1.40625,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_47,5.0,September,1.8125,3.1875,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_71,5.0,Januar,2.6875,2.3125,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_76,5.0,Januar,2.75,2.25,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_80,5.0,Januar,2.9375,2.0625,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
K 5'.2,NaN,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,participant_93,7.0,September,1.935483871,5.064516129,complex,keit,Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,Weiblich,Männlichkeit
